id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
41065027-7,V,"[""Manager"",""moment of JAS ^^""]",56,SMS_5S2_V_027_02_01,80,SMS_5S2_V_027_03_01,104,SMS_5S2_V_027_04_01,I'm a workaholic...,What should I do?,!But there's still more scheduled?
41065027-18,V,"[""Manager"",""""]",80,SMS_5S2_V_027_05_01,104,SMS_5S2_V_027_06_01,0,0,Producing a song?,Eating delicious food?,
41065028-9,V,"[""O Manager"",""Oh, I did? loool""]",104,SMS_5S2_V_028_02_01,80,SMS_5S2_V_028_03_01,0,0,Was it a nice dream?,"It wasn't a bad dream, was it?",
41065028-24,V,"[""O Manager"",""+What is that one thing you packed, Manager?""]",80,SMS_5S2_V_028_05_01,56,SMS_5S2_V_028_06_01,104,SMS_5S2_V_028_07_01,Meat,Yunki,Me?
41065029-3,V,"[""Do you know how you can tell"",""&The difference between sugar and salt?""]",56,SMS_5S2_V_029_02_01,104,SMS_5S2_V_029_03_01,80,SMS_5S2_V_029_04_01,Taste it,Look closely,Feed it to someone next to you
41065029-15,V,"[""Do you know how you can tell"",""""]",104,SMS_5S2_V_029_05_01,80,SMS_5S2_V_029_06_01,0,0,No thank you,It's an honor!,
41065030-15,V,"[""So this thing"",""Answer!""]",104,SMS_5S2_V_030_02_01,80,SMS_5S2_V_030_03_01,0,0,Namjun,Seok Jin,
41065030-27,V,"[""So this thing"",""The answer is: You, Manager""]",80,SMS_5S2_V_030_05_01,104,SMS_5S2_V_030_06_01,56,SMS_5S2_V_030_07_01,Ddaeng! Wrong,Ding ding ding! Correct,You're sure?
41065031-5,V,"[""Hello"",""Are you ready??""]",104,SMS_5S2_V_031_02_01,80,SMS_5S2_V_031_03_01,0,0,I'm ready,Not yet,
41065031-25,V,"[""Hello"",""(Which Kim Taehyung do you like the most?""]",80,SMS_5S2_V_031_05_01,104,SMS_5S2_V_031_06_01,56,SMS_5S2_V_031_07_01,Kim Taehyung on stage,Teddy bear Kim Taehyung,Intelligent Kim Taehyung
41065032-5,V,"[""How do you think"",""Me, me!""]",104,SMS_5S2_V_032_02_01,80,SMS_5S2_V_032_03_01,0,0,You think rest is important,$You have a lot that look good on you,
41065032-22,V,"[""How do you think"",""*what kind of pajamas should I wear to bed?""]",56,SMS_5S2_V_032_05_01,104,SMS_5S2_V_032_06_01,80,SMS_5S2_V_032_07_01,"A neat, striped pair of pajamas",Comfy practicewear,&A cute pair of character-print pajamas
41074002-7,Jungkook,"[""When did you leave, Manager?"",""I was drenched in sweat.""]",208,SMS_4S_Jungkook_04_02_01,112,SMS_4S_Jungkook_04_03_01,160,SMS_4S_Jungkook_04_04_01,Why didn't you turn the AC on?,*It was hot for me and I was just watching.,Is the AC broken?
41074003-5,Jungkook,"[""<Sometimes I think about how great it would be to have wings."","",I want to see and experience tons of things.""]",112,SMS_4S_Jungkook_06_02_01,160,SMS_4S_Jungkook_06_03_01,208,SMS_4S_Jungkook_06_04_01,"6True, you'd be able to do a lot of different things...",Wouldn't your wings get tired?,"'Do everything you want to do, Jeongguk."
41074011-6,Jungkook,"[""Manager I'm used to it now."",""?It looks cool because I give it my own flair, a 90-degree angle""]",160,SMS_4S_Jungkook_22_02_01,112,SMS_4S_Jungkook_22_03_01,208,SMS_4S_Jungkook_22_04_01,"""I'm glad you've gotten used to it.","$What do you mean, a 90-degree angle?",'We agreed to change it to a deep bow...
41074012-6,Jungkook,"[""Do you have any habits, Manager?"","":It's to the point where it feels weird when I don't do it.""]",112,SMS_4S_Jungkook_24_02_01,160,SMS_4S_Jungkook_24_03_01,208,SMS_4S_Jungkook_24_04_01,That's a cute habit.,"8I think I've seen you pick at your peach fuzz, Jeongguk!","""Tell me some of your other habits."
41074015-10,Jungkook,"[""!Manager my bag is with you right?"",""3But I bought a new one for you Manager, the perfume""]",208,SNS_4S_Jungkook_28_02_01,160,SNS_4S_Jungkook_28_03_01,112,SNS_4S_Jungkook_28_04_01,Found the perfume!,Why the sudden gift?,-Are you trying to tell me to shower more? lol
41074016-7,Jungkook,"[""5I realized that I was already experiencing true love."",""/just realized just how precious they are to me.""]",160,SMS_4S_Jungkook_18_02_01,208,SMS_4S_Jungkook_18_03_01,112,SMS_4S_Jungkook_18_04_01,0It's a shame that I'm the only one reading this!,I'm included...,You scared me!
41074017-6,Jungkook,"[""FI want to hurry up and be an adult so that I can do everything myself."",""#You should let me take care of you.""]",112,SMS_4S_Jungkook_08_02_01,160,SMS_4S_Jungkook_08_03_01,208,SMS_4S_Jungkook_08_04_01,I'm okay.,I think you're grown up already?,Can I cry? T___T
41074021-11,Jungkook,"[""When you're torn between"",""You know that!!""]",112,SMS_4S2_Jungkook_021_02_01,208,SMS_4S2_Jungkook_021_03_01,160,SMS_4S2_Jungkook_021_04_01,Diet sneakers,English study materials,A nose filter
41075002-5,Jungkook,"[""Laundry done!"",""Ah amazing how exhilarating""]",104,SMS_5S_Jungkook_04_02_01,80,SMS_5S_Jungkook_04_03_01,56,SMS_5S_Jungkook_04_04_01,You like laundry that much?,The hyungs didn't help you...?,%Laundry is the most annoying chore...
41075002-17,Jungkook,"[""Laundry done!"",""But I think I have it down now""]",56,SMS_5S_Jungkook_04_05_01,80,SMS_5S_Jungkook_04_06_01,104,SMS_5S_Jungkook_04_07_01,What do your hyungs smell like?,What do I smell like?,"!I know your smell, too, Jeongguk."
41075003-6,Jungkook,"[""Wow"",""When I said I'd fool the hyungs""]",104,SMS_5S_Jungkook_06_02_01,80,SMS_5S_Jungkook_06_03_01,56,SMS_5S_Jungkook_06_04_01,Willfull Jeon Jeongguk!,.Are you sure they didn't pretend to be fooled?,$You must be overflowing with energy.
41075003-19,Jungkook,"[""Wow"",""Try guessing""]",80,SMS_5S_Jungkook_06_05_01,80,SMS_5S_Jungkook_06_06_01,104,SMS_5S_Jungkook_06_07_01,Taehyung?,Jimin?,Seok Jin?
41075004-6,Jungkook,"[""Manager"",""Promise?""]",80,SMS_5S_Jungkook_08_02_01,104,SMS_5S_Jungkook_08_03_01,56,SMS_5S_Jungkook_08_04_01,Pinky promise!,1No! I want to decide after I find out what it is.,I'm suspicious...
41075004-17,Jungkook,"[""Manager"",""Which one is better?""]",80,SMS_5S_Jungkook_08_05_01,80,SMS_5S_Jungkook_08_06_01,104,SMS_5S_Jungkook_08_07_01,The top one!,The bottom one!,I can't choose...
41075006-5,Jungkook,"[""Wooooowww"",""I made hotteok""]",56,SMS_5S_Jungkook_12_02_01,80,SMS_5S_Jungkook_12_03_01,104,SMS_5S_Jungkook_12_04_01,I'm drooling,You really made all of them?,That's not that many
41075006-21,Jungkook,"[""Wooooowww"",""'I don't know how I'm gonna eat them all""]",56,SMS_5S_Jungkook_12_05_01,104,SMS_5S_Jungkook_12_06_01,80,SMS_5S_Jungkook_12_07_01,Are you teasing me?,Guess I can eat them for you,You can eat them all
41075007-3,Jungkook,"[""I had a dream about you Manager"",""Hehe""]",80,SMS_5S_Jungkook_14_02_01,104,SMS_5S_Jungkook_14_03_01,56,SMS_5S_Jungkook_14_04_01,#Maybe I should charge you royalties,You think about me a lot huh,Better buy a lottery ticket
41075007-16,Jungkook,"[""I had a dream about you Manager"",""What kind of dream it was""]",104,SMS_5S_Jungkook_14_05_01,80,SMS_5S_Jungkook_14_06_01,56,SMS_5S_Jungkook_14_07_01,Something sad!,Something enjoyable!,Something scary!
41075008-6,Jungkook,"[""Manager when are you done?"",""'Plump potato dumplings with chewy skins""]",56,SMS_5S_Jungkook_10_02_01,104,SMS_5S_Jungkook_10_03_01,80,SMS_5S_Jungkook_10_04_01,That's kind of big for a snack?,Sorry for making you wait...,"A bite, please!"
41075008-19,Jungkook,"[""Manager when are you done?"",""That's what I thought""]",80,SMS_5S_Jungkook_10_05_01,104,SMS_5S_Jungkook_10_06_01,56,SMS_5S_Jungkook_10_07_01,No...,You're right! Just kidding.,Okay! Let's eat together.
41075009-3,Jungkook,"[""Today's fiery friday"",""#What are you going to do after work""]",80,SMS_5S_Jungkook_16_02_01,56,SMS_5S_Jungkook_16_03_01,104,SMS_5S_Jungkook_16_04_01,Study!,Work never ends...,I'm gonna rest
41075009-23,Jungkook,"[""Today's fiery friday"",""Ah I'm so bored""]",80,SMS_5S_Jungkook_16_05_01,56,SMS_5S_Jungkook_16_06_01,104,SMS_5S_Jungkook_16_07_01,Call up some different hyungs,%You're good at having fun by yourself,Let's go out and have fun
41075010-10,Jungkook,"[""Where's the new"",""So I'm organizing""]",80,SMS_5S_Jungkook_18_02_01,104,SMS_5S_Jungkook_18_03_01,56,SMS_5S_Jungkook_18_04_01,Cleaning Fairy Jeon Jeongguk,What's going on?,Are you all deep-cleaning?
41075010-20,Jungkook,"[""Where's the new"",""It's going well""]",80,SMS_5S_Jungkook_18_05_01,104,SMS_5S_Jungkook_18_06_01,56,SMS_5S_Jungkook_18_07_01,I don't need to help?,I don't believe you,Photo proof!
41075011-7,Jungkook,"["",Jeongguk is the AC in the dorm working well?"","")Ah Manager you don't know what tbh is huh""]",104,SMS_5S_Jungkook_20_02_01,80,SMS_5S_Jungkook_20_03_01,0,0,Of course I do,I've heard of it,
41075011-17,Jungkook,"["",Jeongguk is the AC in the dorm working well?"",""BBut I feel really good when my clothes are neatly sorted like that""]",56,SMS_5S_Jungkook_20_05_01,104,SMS_5S_Jungkook_20_06_01,80,SMS_5S_Jungkook_20_07_01,I totally agree,I should learn from you,I'm too old for that
41075012-6,Jungkook,"[""-Turning down hot dogs to stay on your diet..."",""I'm not very disciplined at all""]",104,SMS_5S_Jungkook_24_02_01,80,SMS_5S_Jungkook_24_03_01,0,0,"!Humble, too... What a perfect guy",Then who's the strong one?,
41075012-23,Jungkook,"[""-Turning down hot dogs to stay on your diet..."",""help me develop and evolve""]",80,SMS_5S_Jungkook_24_05_01,104,SMS_5S_Jungkook_24_06_01,56,SMS_5S_Jungkook_24_07_01,Can you give me an example?,You're already doing well,I'm learning from you Jeongguk
41075013-6,Jungkook,"[""Sizzle sizzle"","":Loool are you making Korean jeon? I have a feeling it's...""]",80,SMS_5S_Jungkook_22_02_01,56,SMS_5S_Jungkook_22_03_01,104,SMS_5S_Jungkook_22_04_01,Pollack jeon,Sanjeok skewers,Round meatball patties
41075013-27,Jungkook,"[""Sizzle sizzle"",""played games heheh""]",80,SMS_5S_Jungkook_22_05_01,56,SMS_5S_Jungkook_22_06_01,104,SMS_5S_Jungkook_22_07_01,Games again?,I wanna log on too,It's really that fun?
41075014-6,Jungkook,"[""Manager"",""I can teach you""]",104,SMS_5S_Jungkook_26_02_01,56,SMS_5S_Jungkook_26_03_01,80,SMS_5S_Jungkook_26_04_01,#Are you going to be a good teacher?,I'm already working out,I don't know if I can...
41075014-17,Jungkook,"[""Manager"",""""]",80,SMS_5S_Jungkook_26_05_01,104,SMS_5S_Jungkook_26_06_01,56,SMS_5S_Jungkook_26_07_01,One that's kind,One that's stern,One that's detailed
41075015-5,Jungkook,"[""I just got in the elevator"",""Are you scared Jeongguk loool""]",104,SMS_5S_Jungkook_28_02_01,56,SMS_5S_Jungkook_28_03_01,80,SMS_5S_Jungkook_28_04_01,Sing if you're scared!,Dance if you're scared!,!Close your eyes and count slowly!
41075015-18,Jungkook,"[""I just got in the elevator"",""There's too much I wanna eat""]",80,SMS_5S_Jungkook_28_05_01,104,SMS_5S_Jungkook_28_06_01,56,SMS_5S_Jungkook_28_07_01,What about a lunchbox?,How about ice cream?,How about milk?
41075016-6,Jungkook,"[""Big problem"",""So... what's the problem??""]",80,SMS_5S_Jungkook_30_02_01,104,SMS_5S_Jungkook_30_03_01,0,0,Are they too good?,You messed up?,
41075016-16,Jungkook,"[""Big problem"",""this is even edible...""]",104,SMS_5S_Jungkook_30_05_01,80,SMS_5S_Jungkook_30_06_01,56,SMS_5S_Jungkook_30_07_01,It's okay! Eat them,Make another batch!,I'll help you
41075017-4,Jungkook,"[""I'm at a coffee shop"",""But... something's missing""]",56,SMS_5S_Jungkook_32_02_01,80,SMS_5S_Jungkook_32_03_01,104,SMS_5S_Jungkook_32_04_01,!Did you order the 'right' coffee?,You need to look melancholy,You need the right music
41075017-19,Jungkook,"[""I'm at a coffee shop"",""""]",80,SMS_5S_Jungkook_32_05_01,56,SMS_5S_Jungkook_32_06_01,104,SMS_5S_Jungkook_32_07_01,Think about something funny,Think about Wing Chun,Call me
41075018-8,Jungkook,"[""\""The hyungs said that they'd buy me"",""!And... I'm afraid I won't like it""]",80,SMS_5S_Jungkook_34_02_01,104,SMS_5S_Jungkook_34_03_01,0,0,Still gotta carry it around!,Don't they know your tastes?,
41075018-18,Jungkook,"[""\""The hyungs said that they'd buy me"",""I've mixed it up before!""]",56,SMS_5S_Jungkook_34_05_01,80,SMS_5S_Jungkook_34_06_01,104,SMS_5S_Jungkook_34_07_01,You're super consistent,Right! You've changed a lot!,Just like what you like!
41075019-4,Jungkook,"[""/Jeongguk, the year is ending in just a few days"",""What year-end plans?""]",104,SMS_5S_Jungkook_36_02_01,80,SMS_5S_Jungkook_36_03_01,0,0,You don't remember?,I must've been mistaken,
41075019-17,Jungkook,"[""/Jeongguk, the year is ending in just a few days"",""I had reasons""]",56,SMS_5S_Jungkook_36_05_01,80,SMS_5S_Jungkook_36_06_01,104,SMS_5S_Jungkook_36_07_01,+Was it because of the end of year schedule?,You weren't sick were you? T_T,Is it... that?
41075020-2,Jungkook,"[""IGuess what makes you sad when you're winning and happy when you're losing""]",80,SMS_5S_Jungkook_38_02_01,104,SMS_5S_Jungkook_38_03_01,0,0,Is this a riddle?,"Your feelings, Jeongguk",
41075020-14,Jungkook,"[""IGuess what makes you sad when you're winning and happy when you're losing"",""AI can switch my resolution since it's still January, right? hahah""]",104,SMS_5S_Jungkook_38_05_01,80,SMS_5S_Jungkook_38_06_01,56,SMS_5S_Jungkook_38_07_01,Do everything you want,Be happy and healthy,Live passionately?
41075021-10,Jungkook,"[""/Hobi hyung done! Now it's only Yunki hyung left"",""(Hmm if we look at someone for example...""]",56,SMS_5S_Jungkook_40_02_01,80,SMS_5S_Jungkook_40_03_01,104,SMS_5S_Jungkook_40_04_01,Taehyung,Jimin,Seok Jin
41075021-21,Jungkook,"[""/Hobi hyung done! Now it's only Yunki hyung left"",""""]",104,SMS_5S_Jungkook_40_05_01,56,SMS_5S_Jungkook_40_06_01,80,SMS_5S_Jungkook_40_07_01,That's our Golden Maknae,Who'd you learn this from?,I want a massage too
41075022-7,Jungkook,"[""6Jeongguk the chocolate banana toast was REALLY good..."",""6I have something really special for you and the hyungs""]",80,SMS_5S_Jungkook_42_02_01,104,SMS_5S_Jungkook_42_03_01,0,0,What's today?,"""Oh right! Today's Valentine's Day!",
41075022-16,Jungkook,"[""6Jeongguk the chocolate banana toast was REALLY good..."",""Amazing... I had no idea!""]",56,SMS_5S_Jungkook_42_05_01,80,SMS_5S_Jungkook_42_06_01,104,SMS_5S_Jungkook_42_07_01,!Want to go to a chocolate buffet?,+How about chocolate shaved ice in February?,*Should we go eat mint chocolate ice cream?
41075023-6,Jungkook,"[""fJeongguk I'm on my way to the green room now! I'm gonna stop by the convenience store, need anything??"","".And in moments like these, of course I want...""]",104,SMS_5S_Jungkook_44_02_01,80,SMS_5S_Jungkook_44_03_01,0,0,Bibim instant noodles,Hot dogs,
41075023-18,Jungkook,"[""fJeongguk I'm on my way to the green room now! I'm gonna stop by the convenience store, need anything??"",""\""No you don't need to buy wet wipes""]",104,SMS_5S_Jungkook_44_05_01,80,SMS_5S_Jungkook_44_06_01,56,SMS_5S_Jungkook_44_07_01,Do you have a plan?,"Do you have wet wipes, Jeongguk?",.Hmm... I might spill the bibim noodle sauce...
41075024-6,Jungkook,"[""I really think I'm"",""Hmm I keep...""]",56,SMS_5S2_Jungkook_024_02_01,80,SMS_5S2_Jungkook_024_03_01,104,SMS_5S2_Jungkook_024_04_01,Are you getting sleepy?,Are you getting hungry?,!Does your heart start to flutter?
41075024-22,Jungkook,"[""I really think I'm"",""There's a way""]",80,SMS_5S2_Jungkook_024_05_01,56,SMS_5S2_Jungkook_024_06_01,104,SMS_5S2_Jungkook_024_07_01,Practice even harder,Work out,Just shrug it off
41075025-4,Jungkook,"[""Manager"",""Has vanished""]",80,SMS_5S2_Jungkook_025_02_01,104,SMS_5S2_Jungkook_025_03_01,0,0,It's in front of the dorm,It really did disappear,
41075025-12,Jungkook,"[""Manager"",""4You just have to make sure to follow the basic rules""]",56,SMS_5S2_Jungkook_025_05_01,80,SMS_5S2_Jungkook_025_06_01,104,SMS_5S2_Jungkook_025_07_01,Cleaning and organizing?,To reduce dust levels to 0%?,Sweeping and mopping?
41075026-4,Jungkook,"[""The hyungs always say"","")Well, I don't think it's completely wrong""]",104,SMS_5S2_Jungkook_026_02_01,80,SMS_5S2_Jungkook_026_03_01,0,0,!You grew up under their influence,Nope! I raised you!,
41075026-14,Jungkook,"[""The hyungs always say"",""BStuff like being considerate or benevolent, or giving good advice?""]",104,SMS_5S2_Jungkook_026_05_01,56,SMS_5S2_Jungkook_026_06_01,80,SMS_5S2_Jungkook_026_07_01,How to be considerate?,How to compromise?,How to console others?
41075027-10,Jungkook,"["".I discovered something really strange earlier."",""That's why hahaha""]",104,SMS_5S2_Jungkook_027_02_01,80,SMS_5S2_Jungkook_027_03_01,0,0,Loool yes that's what I mean!,"Ah, is that what's happening?",
41075027-24,Jungkook,"["".I discovered something really strange earlier."",""Looool haha""]",56,SMS_5S2_Jungkook_027_05_01,104,SMS_5S2_Jungkook_027_06_01,80,SMS_5S2_Jungkook_027_07_01,$That's why you take them everywhere?,You're weak to ads huh,You keep everyone happy
41075028-10,Jungkook,"[""Manager"",""I found treasure""]",56,SMS_5S2_Jungkook_028_02_01,104,SMS_5S2_Jungkook_028_03_01,80,SMS_5S2_Jungkook_028_04_01,Money?,A really good restaurant?,An item from the past?
41075028-25,Jungkook,"[""Manager"",""""]",104,SMS_5S2_Jungkook_028_05_01,80,SMS_5S2_Jungkook_028_06_01,56,SMS_5S2_Jungkook_028_07_01,Were you crying too much?,Were you too embarrassed?,Were you too cute?
41075029-7,Jungkook,"[""So making an effort"",""Side effects to multitasking??""]",80,SMS_5S2_Jungkook_029_02_01,104,SMS_5S2_Jungkook_029_03_01,0,0,"Stop right now, then!",What are the side effects?,
41075029-21,Jungkook,"[""So making an effort"",""gI feel like I was trying to catch two birds at once and lost my precious black bean noodles as a result""]",56,SMS_5S2_Jungkook_029_05_01,104,SMS_5S2_Jungkook_029_06_01,80,SMS_5S2_Jungkook_029_07_01,How about doing one thing well?,Try practicing a bit more?,Anyone would mess that up
41075030-8,Jungkook,"[""Manager"",""What'd you buy this time?""]",80,SMS_5S2_Jungkook_030_02_01,104,SMS_5S2_Jungkook_030_03_01,56,SMS_5S2_Jungkook_030_04_01,Stuff for the monsoon season,Event materials,Cleaning supplies
41075030-25,Jungkook,"[""Manager"",""ROh and just to make it clear, hidden in one of those packages is a present for you""]",104,SMS_5S2_Jungkook_030_05_01,80,SMS_5S2_Jungkook_030_06_01,0,0,"Psh, I don't think so...",A present for me? What is it??,
41075031-3,Jungkook,"[""Manager!"",""I finally finished recording!""]",104,SMS_5S2_Jungkook_031_02_01,80,SMS_5S2_Jungkook_031_03_01,0,0,Congrats!,You got an OK in one go?,
41075031-13,Jungkook,"[""Manager!"",""I used that method!""]",104,SMS_5S2_Jungkook_031_05_01,56,SMS_5S2_Jungkook_031_06_01,80,SMS_5S2_Jungkook_031_07_01,You thought of the fans?,%You thought about going to eat after?,#You imagined being the protagonist?
41075032-6,Jungkook,"[""XJeongguk, I heard you were looking for me earlier because you needed to ask me something"",""9And I figured out what I wanted to know so it's okay hehe""]",104,SMS_5S2_Jungkook_032_02_01,80,SMS_5S2_Jungkook_032_03_01,0,0,You're so understanding...,Are you sure it's okay?,
41075032-19,Jungkook,"[""XJeongguk, I heard you were looking for me earlier because you needed to ask me something"",""""]",104,SMS_5S2_Jungkook_032_05_01,56,SMS_5S2_Jungkook_032_06_01,80,SMS_5S2_Jungkook_032_07_01,;You said no late-night snacks but someone secretly had some,Someone ate the last hotteok,The laundry was done wrong
51010101-7,Jin,"[""Knock knock knock"",""...for my Favorite""]",104,SMS_I_Jin_01_02_01,56,SMS_I_Jin_01_03_01,80,SMS_I_Jin_01_04_01,Who?,Me?,The other members?
51010101-15,Jin,"[""Knock knock knock"",""It's not here yet""]",56,SMS_I_Jin_01_05_01,104,SMS_I_Jin_01_06_01,80,SMS_I_Jin_01_07_01,Takeout isn't good for you.,Enjoy your food.,What about mine?
51010201-14,Jin,"["",Seok Jin, what do you guys have at the dorm?"",""Hahahaha""]",160,SMS_I_Jin_02_02_01,112,SMS_I_Jin_02_03_01,208,SMS_I_Jin_02_04_01,",Where's the extremely good looking beefcake?",Are you referring to yourself?,I knew that already.
51010301-6,Jin,"[""Manager"",""...Seok Jin is hungry, too""]",80,SMS_I_Jin_03_02_01,104,SMS_I_Jin_03_03_01,0,0,I'm busy today.,I'll stop by later.,
51010301-20,Jin,"[""Manager"",""Help us""]",80,SMS_I_Jin_03_05_01,104,SMS_I_Jin_03_06_01,0,0,Do your best.,Order some chicken...,
51010401-8,Jin,"[""(\""TrendyTerms.<color=#42b7fe>zip</color>\"""",""Do you know what 'same' means?""]",160,SMS_I_Jin_04_02_01,208,SMS_I_Jin_04_03_01,0,0,Of course!,No...,
51010801-8,Jin,"[""Manager."",""'There's such thing as Managers' Day...?""]",160,SMS_I_Jin_08_02_01,208,SMS_I_Jin_08_03_01,0,0,Thanks!,"(You're pulling my leg again, aren't you?",
51011101-12,Jin,"[""Peek a boo"",""Hahaha busted""]",56,SMS_I_Jin_11_02_01,80,SMS_I_Jin_11_03_01,104,SMS_I_Jin_11_04_01,I was playing a game,I was taking a selfie,I was looking at old photos
51011101-25,Jin,"[""Peek a boo"",""Really?!?!""]",56,SMS_I_Jin_11_05_01,80,SMS_I_Jin_11_06_01,104,SMS_I_Jin_11_07_01,I'm so moved,It's kinda spooky,I'm embarrassed
51011201-11,Jin,"[""*Sob*"",""Don't say I'm bothering you""]",104,SMS_I_Jin_12_02_01,80,SMS_I_Jin_12_03_01,0,0,No comment,You're never bothering me!,
51011201-26,Jin,"[""*Sob*"",""Hit me with your questions""]",80,SMS_I_Jin_12_05_01,56,SMS_I_Jin_12_06_01,104,SMS_I_Jin_12_07_01,Why are you so handsome?,Fishing or video games?,Seen anything adorable recently?
51020101-7,Suga,"[""Yunki, what are you up to"",""I just saw this""]",160,SMS_I_Suga_01_02_01,112,SMS_I_Suga_01_03_01,208,SMS_I_Suga_01_04_01,What were you doing,Were you sleeping?,So you didn't block me
51020201-15,Suga,"[""Manager."",""And it's not mine...?""]",160,SMS_I_Suga_02_02_01,208,SMS_I_Suga_02_03_01,0,0,"!Sorry, I must have mixed them up.",$Are you sure you didn't mix them up?,
51020301-14,Suga,"[""Mr. Min Yunki"",""Loooool""]",160,SMS_I_Suga_03_02_01,208,SMS_I_Suga_03_03_01,112,SMS_I_Suga_03_04_01,Did you eat anything at least?,!You should hurry up and go to bed,So cute lol!
51020401-8,Suga,"[""-Whose idea was the massage chair in the dorm?"",""I'm joking, jeez""]",208,SMS_I_Suga_04_02_01,160,SMS_I_Suga_04_03_01,0,0,Making good use of it?,I didn't buy it.,
51020601-10,Suga,"[""When are you going to send"",""&I'd like to be a radio DJ or something""]",104,SMS_I_Suga_06_02_01,80,SMS_I_Suga_06_03_01,0,0,I think you'd make a great one.,I can't imagine you being one.,
51020601-22,Suga,"[""When are you going to send"",""How is it?""]",80,SMS_I_Suga_06_05_01,104,SMS_I_Suga_06_06_01,0,0,#Shouldn't you be a bit more polite?,I'm gonna sue you...,
51021101-10,Suga,"[""'Welcome to Min SUGA's BTS practice exam"",""Alright time is ticking""]",104,SMS_I_Suga_11_02_01,56,SMS_I_Suga_11_03_01,80,SMS_I_Suga_11_04_01,Min Meowmeow on the Keyboard,A Pianist in the Fog,Just Daily Life
51021101-20,Suga,"[""'Welcome to Min SUGA's BTS practice exam"",""*Answer with your very first thought hahaha""]",80,SMS_I_Suga_11_05_01,104,SMS_I_Suga_11_06_01,56,SMS_I_Suga_11_07_01,I wanna go home,Manager where are you,You're not thinking anything
51021201-10,Suga,"[""Sometimes"",""HWe've been playing Mafia for a week to decide who has to wash the dishes""]",104,SMS_I_Suga_12_02_01,80,SMS_I_Suga_12_03_01,0,0,Did you lose?,!I'll play tomorrow instead of you,
51021201-26,Suga,"[""Sometimes"",""You mean like""]",104,SMS_I_Suga_12_05_01,80,SMS_I_Suga_12_06_01,56,SMS_I_Suga_12_07_01,Drawing straws?,Ghost legs?,Spin a wheel?
51030101-16,J-Hope,"[""Hoseok, what are you up to?"","",Yeaaah! I sounded really cool just now, huh?""]",208,SMS_I_J-hope_01_02_01,160,SMS_I_J-hope_01_03_01,0,0,Yes of course!,Come on...,
51030201-23,J-Hope,"[""Hoseok"",""But...""]",208,SMS_I_J-hope_02_02_01,160,SMS_I_J-hope_02_03_01,0,0,Are you holding out on me?,I'm still really curious...,
51030301-27,J-Hope,"[""Manager."",""I can go right???""]",208,SMS_I_J-hope_03_02_01,160,SMS_I_J-hope_03_03_01,0,0,This is a bad idea.,Of course! Have fun!,
51030501-12,J-Hope,"["""",""Loool what is this"",""My mini-bag charm ahahahah""]",80,SMS_I_J-hope_05_02_01,104,SMS_I_J-hope_05_03_01,0,0,"No, put it away...",What's the third?,
51030501-26,J-Hope,"["""",""Loool what is this""]",104,SMS_I_J-hope_05_05_01,80,SMS_I_J-hope_05_06_01,0,0,Of course I remember!,What notebook?,
51030701-15,J-Hope,"[""Hoseok"",""Was it really that obvious? Hehe""]",104,SMS_I_J-hope_07_02_01,80,SMS_I_J-hope_07_03_01,0,0,Not really.,Just a little bit.,
51030701-30,J-Hope,"[""Hoseok"",""+Bangtan's official Hope can't be mopey, heh""]",104,SMS_I_J-hope_07_05_01,80,SMS_I_J-hope_07_06_01,56,SMS_I_J-hope_07_07_01,It's okay.,Thank you.,Sorry.
51031101-5,J-Hope,"[""Time to get up, up!!!"",""/It's finally today!!! A very very special day!!""]",80,SMS_I_J-hope_11_02_01,104,SMS_I_J-hope_11_03_01,0,0,Ah... What day? T_T,Of course it is!,
51031101-18,J-Hope,"[""Time to get up, up!!!"",""""]",56,SMS_I_J-hope_11_05_01,80,SMS_I_J-hope_11_06_01,104,SMS_I_J-hope_11_07_01,Don't do anything,Clean the dorm,Watch BTS videos
51031201-8,J-Hope,"[""Manager"",""don't know about you Managerrrrr""]",104,SMS_I_J-hope_12_02_01,80,SMS_I_J-hope_12_03_01,0,0,I can say the same to you!,I can't say the same to you,
51031201-20,J-Hope,"[""Manager"",""""]",80,SMS_I_J-hope_12_05_01,56,SMS_I_J-hope_12_06_01,104,SMS_I_J-hope_12_07_01,Number 1,Number 2,Number 3
51040101-8,RM,"[""Manager, are you busy?"",""GSo, I don't know if it's accurate to say we're on the same 'wavelength'""]",160,SMS_I_RM_01_02_01,112,SMS_I_RM_01_03_01,208,SMS_I_RM_01_04_01,What the...,I was just joking,You have a point
51040201-16,RM,"[""Namjun"",""Oh, I know!!!""]",80,SMS_I_RM_02_02_01,104,SMS_I_RM_02_03_01,56,SMS_I_RM_02_04_01,The Dignity of a Wise Leader,How to Become a Sexy Guy,How Mensa Members Live
51040201-25,RM,"[""Namjun"",""I'm almost done with it!""]",104,SMS_I_RM_02_05_01,80,SMS_I_RM_02_06_01,0,0,That sounds perfect for you.,+Why do you need a book to learn about that?,
51040301-9,RM,"[""I found the book!"",""3And <color=#42b7fe>tadaaa</color>! It was in there!""]",56,SMS_I_RM_03_02_01,80,SMS_I_RM_03_03_01,104,SMS_I_RM_03_04_01,You smashed a drawer...?,Good thing you found it,"You're not hurt, are you?"
